pmid,pub_date,year,time_string,paper_post_2017,author_had_u19_in_2017,is_pi_a,name_key_a,papers_before_2017_a,papers_after_2017_a,is_pi_b,name_key_b,author_had_u19_in_2017_b,papers_before_2017_b,papers_after_2017_b
29721937,2018-01-01,2018,"datetime(2018,1,1,0,0)",1,0,0,"D Williams",7,8,0,"S Cheong",0,0,3
29721937,2018-01-01,2018,"datetime(2018,1,1,0,0)",1,0,0,"J Strazzeri",0,2,0,"S Cheong",0,0,3
29721937,2018-01-01,2018,"datetime(2018,1,1,0,0)",1,0,0,"C Cepko",8,5,0,"W Xiong",0,0,4
29721937,2018-01-01,2018,"datetime(2018,1,1,0,0)",1,0,0,"D Williams",7,8,0,"W Xiong",0,0,4
29721937,2018-01-01,2018,"datetime(2018,1,1,0,0)",1,0,0,"J Strazzeri",0,2,0,"W Xiong",0,0,4
29721937,2018-01-01,2018,"datetime(2018,1,1,0,0)",1,0,0,"S Cheong",0,3,0,"W Xiong",0,0,4
29721937,2018-01-01,2018,"datetime(2018,1,1,0,0)",1,0,0,"W Merigan",1,4,0,"W Xiong",0,0,4
29721937,2018-01-01,2018,"datetime(2018,1,1,0,0)",1,0,0,"C Cepko",8,5,0,"J Strazzeri",0,0,2
29721937,2018-01-01,2018,"datetime(2018,1,1,0,0)",1,0,0,"D Williams",7,8,0,"J Strazzeri",0,0,2
29721937,2018-01-01,2018,"datetime(2018,1,1,0,0)",1,0,0,"C Cepko",8,5,0,"D Williams",0,7,8
29721937,2018-01-01,2018,"datetime(2018,1,1,0,0)",1,0,0,"C Cepko",8,5,0,"W Merigan",0,1,4
29721937,2018-01-01,2018,"datetime(2018,1,1,0,0)",1,0,0,"D Williams",7,8,0,"W Merigan",0,1,4
29721937,2018-01-01,2018,"datetime(2018,1,1,0,0)",1,0,0,"J Strazzeri",0,2,0,"W Merigan",0,1,4
29721937,2018-01-01,2018,"datetime(2018,1,1,0,0)",1,0,0,"S Cheong",0,3,0,"W Merigan",0,1,4
29346751,2018-01-17,2018,"datetime(2018,1,17,0,0)",1,0,1,"D Angelaki",71,51,0,"J Laurens",0,7,15
29187554,2018-03-01,2018,"datetime(2018,3,1,0,0)",1,0,0,"A Chen",5,8,0,"M Shao",0,0,4
29187554,2018-03-01,2018,"datetime(2018,3,1,0,0)",1,0,1,"D Angelaki",71,51,0,"M Shao",0,0,4
29187554,2018-03-01,2018,"datetime(2018,3,1,0,0)",1,0,1,"G DeAngelis",64,36,0,"M Shao",0,0,4
29187554,2018-03-01,2018,"datetime(2018,3,1,0,0)",1,0,0,"A Chen",5,8,1,"G DeAngelis",0,64,36
29187554,2018-03-01,2018,"datetime(2018,3,1,0,0)",1,0,1,"D Angelaki",71,51,1,"G DeAngelis",0,64,36
29187554,2018-03-01,2018,"datetime(2018,3,1,0,0)",1,0,0,"A Chen",5,8,1,"D Angelaki",0,71,51
29222569,2018-03-01,2018,"datetime(2018,3,1,0,0)",1,0,0,"A Kuriyan",0,3,0,"M Weiss",0,0,1
29561727,2018-03-21,2018,"datetime(2018,3,21,0,0)",1,0,0,"A Can",0,1,0,"L Alarcon-Martinez",0,0,1
29561727,2018-03-21,2018,"datetime(2018,3,21,0,0)",1,0,0,"A Di Polo",0,1,0,"L Alarcon-Martinez",0,0,1
29561727,2018-03-21,2018,"datetime(2018,3,21,0,0)",1,0,0,"J Schallek",2,2,0,"L Alarcon-Martinez",0,0,1
29561727,2018-03-21,2018,"datetime(2018,3,21,0,0)",1,0,0,"K Kılıç",0,1,0,"L Alarcon-Martinez",0,0,1
29561727,2018-03-21,2018,"datetime(2018,3,21,0,0)",1,0,0,"A Can",0,1,0,"S Yilmaz-Ozcan",0,0,1
29561727,2018-03-21,2018,"datetime(2018,3,21,0,0)",1,0,0,"A Di Polo",0,1,0,"S Yilmaz-Ozcan",0,0,1
29561727,2018-03-21,2018,"datetime(2018,3,21,0,0)",1,0,0,"J Schallek",2,2,0,"S Yilmaz-Ozcan",0,0,1
29561727,2018-03-21,2018,"datetime(2018,3,21,0,0)",1,0,0,"K Kılıç",0,1,0,"S Yilmaz-Ozcan",0,0,1
29561727,2018-03-21,2018,"datetime(2018,3,21,0,0)",1,0,0,"L Alarcon-Martinez",0,1,0,"S Yilmaz-Ozcan",0,0,1
29561727,2018-03-21,2018,"datetime(2018,3,21,0,0)",1,0,0,"M Yemisci",0,1,0,"S Yilmaz-Ozcan",0,0,1
29561727,2018-03-21,2018,"datetime(2018,3,21,0,0)",1,0,0,"A Can",0,1,0,"M Yemisci",0,0,1
29561727,2018-03-21,2018,"datetime(2018,3,21,0,0)",1,0,0,"A Di Polo",0,1,0,"M Yemisci",0,0,1
29561727,2018-03-21,2018,"datetime(2018,3,21,0,0)",1,0,0,"J Schallek",2,2,0,"M Yemisci",0,0,1
29561727,2018-03-21,2018,"datetime(2018,3,21,0,0)",1,0,0,"K Kılıç",0,1,0,"M Yemisci",0,0,1
29561727,2018-03-21,2018,"datetime(2018,3,21,0,0)",1,0,0,"L Alarcon-Martinez",0,1,0,"M Yemisci",0,0,1
29561727,2018-03-21,2018,"datetime(2018,3,21,0,0)",1,0,0,"A Can",0,1,0,"J Schallek",0,2,2
29561727,2018-03-21,2018,"datetime(2018,3,21,0,0)",1,0,0,"A Di Polo",0,1,0,"J Schallek",0,2,2
29561727,2018-03-21,2018,"datetime(2018,3,21,0,0)",1,0,0,"A Can",0,1,0,"K Kılıç",0,0,1
29561727,2018-03-21,2018,"datetime(2018,3,21,0,0)",1,0,0,"A Di Polo",0,1,0,"K Kılıç",0,0,1
29561727,2018-03-21,2018,"datetime(2018,3,21,0,0)",1,0,0,"J Schallek",2,2,0,"K Kılıç",0,0,1
29561727,2018-03-21,2018,"datetime(2018,3,21,0,0)",1,0,0,"A Can",0,1,0,"A Di Polo",0,0,1
29561727,2018-03-21,2018,"datetime(2018,3,21,0,0)",1,0,0,"A Can",0,1,0,"T Dalkara",0,0,1
29561727,2018-03-21,2018,"datetime(2018,3,21,0,0)",1,0,0,"A Di Polo",0,1,0,"T Dalkara",0,0,1
29561727,2018-03-21,2018,"datetime(2018,3,21,0,0)",1,0,0,"J Schallek",2,2,0,"T Dalkara",0,0,1
29561727,2018-03-21,2018,"datetime(2018,3,21,0,0)",1,0,0,"K Kılıç",0,1,0,"T Dalkara",0,0,1
29561727,2018-03-21,2018,"datetime(2018,3,21,0,0)",1,0,0,"L Alarcon-Martinez",0,1,0,"T Dalkara",0,0,1
29561727,2018-03-21,2018,"datetime(2018,3,21,0,0)",1,0,0,"M Yemisci",0,1,0,"T Dalkara",0,0,1
29561727,2018-03-21,2018,"datetime(2018,3,21,0,0)",1,0,0,"S Yilmaz-Ozcan",0,1,0,"T Dalkara",0,0,1
29483663,2018-04-01,2018,"datetime(2018,4,1,0,0)",1,0,0,"A Bondy",0,2,1,"R Haefner",0,0,4
29483663,2018-04-01,2018,"datetime(2018,4,1,0,0)",1,0,0,"B Cumming",0,2,1,"R Haefner",0,0,4
29483663,2018-04-01,2018,"datetime(2018,4,1,0,0)",1,0,0,"A Bondy",0,2,0,"B Cumming",0,0,2
29555744,2018-04-03,2018,"datetime(2018,4,3,0,0)",1,0,1,"D Angelaki",71,51,0,"X Chen",0,4,8
29555744,2018-04-03,2018,"datetime(2018,4,3,0,0)",1,0,1,"G DeAngelis",64,36,0,"X Chen",0,4,8
29555744,2018-04-03,2018,"datetime(2018,4,3,0,0)",1,0,1,"D Angelaki",71,51,1,"G DeAngelis",0,64,36
29806835,2018-05-09,2018,"datetime(2018,5,9,0,0)",1,0,0,"B Popeney",0,2,0,"L Lu",0,0,2
29806835,2018-05-09,2018,"datetime(2018,5,9,0,0)",1,0,1,"D Angelaki",71,51,0,"L Lu",0,0,2
29806835,2018-05-09,2018,"datetime(2018,5,9,0,0)",1,0,0,"J Dickman",10,2,0,"L Lu",0,0,2
29806835,2018-05-09,2018,"datetime(2018,5,9,0,0)",1,0,0,"B Popeney",0,2,0,"J Dickman",0,10,2
29806835,2018-05-09,2018,"datetime(2018,5,9,0,0)",1,0,1,"D Angelaki",71,51,0,"J Dickman",0,10,2
29806835,2018-05-09,2018,"datetime(2018,5,9,0,0)",1,0,0,"B Popeney",0,2,1,"D Angelaki",0,71,51
29621369,2018-06-01,2018,"datetime(2018,6,1,0,0)",1,0,0,"A Hartmann",0,1,0,"C Sheils",0,0,1
29621369,2018-06-01,2018,"datetime(2018,6,1,0,0)",1,0,0,"A Kuriyan",0,3,0,"C Sheils",0,0,1
29621369,2018-06-01,2018,"datetime(2018,6,1,0,0)",1,0,0,"A Hartmann",0,1,0,"A Kuriyan",0,0,3
30052625,2018-07-01,2018,"datetime(2018,7,1,0,0)",1,0,1,"D Angelaki",71,51,0,"L Acerbi",0,0,3
30052625,2018-07-01,2018,"datetime(2018,7,1,0,0)",1,0,0,"K Dokka",8,3,0,"L Acerbi",0,0,3
30052625,2018-07-01,2018,"datetime(2018,7,1,0,0)",1,0,1,"D Angelaki",71,51,0,"K Dokka",0,8,3
30052625,2018-07-01,2018,"datetime(2018,7,1,0,0)",1,0,1,"D Angelaki",71,51,0,"W Ma",0,0,3
30052625,2018-07-01,2018,"datetime(2018,7,1,0,0)",1,0,0,"K Dokka",8,3,0,"W Ma",0,0,3
30052625,2018-07-01,2018,"datetime(2018,7,1,0,0)",1,0,0,"L Acerbi",0,3,0,"W Ma",0,0,3
29937278,2018-07-11,2018,"datetime(2018,7,11,0,0)",1,0,1,"D Angelaki",71,51,0,"K Lakshminarasimhan",0,0,5
29937278,2018-07-11,2018,"datetime(2018,7,11,0,0)",1,0,1,"G DeAngelis",64,36,0,"K Lakshminarasimhan",0,0,5
29937278,2018-07-11,2018,"datetime(2018,7,11,0,0)",1,0,0,"H Park",0,5,0,"K Lakshminarasimhan",0,0,5
29937278,2018-07-11,2018,"datetime(2018,7,11,0,0)",1,0,1,"D Angelaki",71,51,0,"M Petsalis",0,0,5
29937278,2018-07-11,2018,"datetime(2018,7,11,0,0)",1,0,1,"G DeAngelis",64,36,0,"M Petsalis",0,0,5
29937278,2018-07-11,2018,"datetime(2018,7,11,0,0)",1,0,0,"H Park",0,5,0,"M Petsalis",0,0,5
29937278,2018-07-11,2018,"datetime(2018,7,11,0,0)",1,0,0,"K Lakshminarasimhan",0,5,0,"M Petsalis",0,0,5
29937278,2018-07-11,2018,"datetime(2018,7,11,0,0)",1,0,1,"D Angelaki",71,51,0,"H Park",0,0,5
29937278,2018-07-11,2018,"datetime(2018,7,11,0,0)",1,0,1,"G DeAngelis",64,36,0,"H Park",0,0,5
29937278,2018-07-11,2018,"datetime(2018,7,11,0,0)",1,0,1,"D Angelaki",71,51,1,"G DeAngelis",0,64,36
29937278,2018-07-11,2018,"datetime(2018,7,11,0,0)",1,0,1,"D Angelaki",71,51,0,"X Pitkow",0,9,5
29937278,2018-07-11,2018,"datetime(2018,7,11,0,0)",1,0,1,"G DeAngelis",64,36,0,"X Pitkow",0,9,5
29937278,2018-07-11,2018,"datetime(2018,7,11,0,0)",1,0,0,"H Park",0,5,0,"X Pitkow",0,9,5
29937278,2018-07-11,2018,"datetime(2018,7,11,0,0)",1,0,0,"K Lakshminarasimhan",0,5,0,"X Pitkow",0,9,5
29937278,2018-07-11,2018,"datetime(2018,7,11,0,0)",1,0,0,"M Petsalis",0,5,0,"X Pitkow",0,9,5
30154512,2018-08-28,2018,"datetime(2018,8,28,0,0)",1,0,0,"C Callan",0,1,0,"K Jeon",0,1,2
30154512,2018-08-28,2018,"datetime(2018,8,28,0,0)",1,0,0,"H Hindman",0,1,0,"K Jeon",0,1,2
30154512,2018-08-28,2018,"datetime(2018,8,28,0,0)",1,0,0,"K Huxlin",6,5,0,"K Jeon",0,1,2
30154512,2018-08-28,2018,"datetime(2018,8,28,0,0)",1,0,0,"C Callan",0,1,0,"H Hindman",0,0,1
30154512,2018-08-28,2018,"datetime(2018,8,28,0,0)",1,0,0,"C Callan",0,1,0,"T Bubel",0,0,1
30154512,2018-08-28,2018,"datetime(2018,8,28,0,0)",1,0,0,"H Hindman",0,1,0,"T Bubel",0,0,1
30154512,2018-08-28,2018,"datetime(2018,8,28,0,0)",1,0,0,"K Huxlin",6,5,0,"T Bubel",0,0,1
30154512,2018-08-28,2018,"datetime(2018,8,28,0,0)",1,0,0,"K Jeon",1,2,0,"T Bubel",0,0,1
30154512,2018-08-28,2018,"datetime(2018,8,28,0,0)",1,0,0,"M DeMagistris",0,1,0,"T Bubel",0,0,1
30154512,2018-08-28,2018,"datetime(2018,8,28,0,0)",1,0,0,"C Callan",0,1,0,"T McDaniel",0,0,1
30154512,2018-08-28,2018,"datetime(2018,8,28,0,0)",1,0,0,"H Hindman",0,1,0,"T McDaniel",0,0,1
30154512,2018-08-28,2018,"datetime(2018,8,28,0,0)",1,0,0,"K Huxlin",6,5,0,"T McDaniel",0,0,1
30154512,2018-08-28,2018,"datetime(2018,8,28,0,0)",1,0,0,"K Jeon",1,2,0,"T McDaniel",0,0,1
30154512,2018-08-28,2018,"datetime(2018,8,28,0,0)",1,0,0,"M DeMagistris",0,1,0,"T McDaniel",0,0,1
30154512,2018-08-28,2018,"datetime(2018,8,28,0,0)",1,0,0,"T Bubel",0,1,0,"T McDaniel",0,0,1
30154512,2018-08-28,2018,"datetime(2018,8,28,0,0)",1,0,0,"C Callan",0,1,0,"M DeMagistris",0,0,1
30154512,2018-08-28,2018,"datetime(2018,8,28,0,0)",1,0,0,"H Hindman",0,1,0,"M DeMagistris",0,0,1
30154512,2018-08-28,2018,"datetime(2018,8,28,0,0)",1,0,0,"K Huxlin",6,5,0,"M DeMagistris",0,0,1
30154512,2018-08-28,2018,"datetime(2018,8,28,0,0)",1,0,0,"K Jeon",1,2,0,"M DeMagistris",0,0,1
30154512,2018-08-28,2018,"datetime(2018,8,28,0,0)",1,0,0,"C Callan",0,1,0,"K Huxlin",0,6,5
30154512,2018-08-28,2018,"datetime(2018,8,28,0,0)",1,0,0,"H Hindman",0,1,0,"K Huxlin",0,6,5
29960173,2018-10-01,2018,"datetime(2018,10,1,0,0)",1,0,0,"C Duffy",0,1,0,"C Lockwood",0,0,1
29960173,2018-10-01,2018,"datetime(2018,10,1,0,0)",1,0,0,"C Duffy",0,1,0,"W Vaughn",0,0,1
29960173,2018-10-01,2018,"datetime(2018,10,1,0,0)",1,0,0,"C Lockwood",0,1,0,"W Vaughn",0,0,1
29544406,2018-10-01,2018,"datetime(2018,10,1,0,0)",1,0,0,"B Mahon",1,2,0,"E Prentiss",0,0,1
29544406,2018-10-01,2018,"datetime(2018,10,1,0,0)",1,0,0,"B Sahin",0,1,0,"E Prentiss",0,0,1
29544406,2018-10-01,2018,"datetime(2018,10,1,0,0)",1,0,0,"C Schneider",2,1,0,"E Prentiss",0,0,1
29544406,2018-10-01,2018,"datetime(2018,10,1,0,0)",1,0,0,"B Mahon",1,2,0,"C Schneider",0,2,1
29544406,2018-10-01,2018,"datetime(2018,10,1,0,0)",1,0,0,"B Sahin",0,1,0,"C Schneider",0,2,1
29544406,2018-10-01,2018,"datetime(2018,10,1,0,0)",1,0,0,"B Mahon",1,2,0,"Z Williams",0,0,4
29544406,2018-10-01,2018,"datetime(2018,10,1,0,0)",1,0,0,"B Sahin",0,1,0,"Z Williams",0,0,4
29544406,2018-10-01,2018,"datetime(2018,10,1,0,0)",1,0,0,"C Schneider",2,1,0,"Z Williams",0,0,4
29544406,2018-10-01,2018,"datetime(2018,10,1,0,0)",1,0,0,"E Prentiss",0,1,0,"Z Williams",0,0,4
29544406,2018-10-01,2018,"datetime(2018,10,1,0,0)",1,0,0,"B Mahon",1,2,0,"B Sahin",0,0,1
30171092,2018-10-10,2018,"datetime(2018,10,10,0,0)",1,0,0,"H Nienborg",0,2,0,"K Kawaguchi",0,0,2
30171092,2018-10-10,2018,"datetime(2018,10,10,0,0)",1,0,0,"H Nienborg",0,2,0,"S Clery",0,0,2
30171092,2018-10-10,2018,"datetime(2018,10,10,0,0)",1,0,0,"K Kawaguchi",0,2,0,"S Clery",0,0,2
30171092,2018-10-10,2018,"datetime(2018,10,10,0,0)",1,0,0,"L Seillier",0,2,0,"S Clery",0,0,2
30171092,2018-10-10,2018,"datetime(2018,10,10,0,0)",1,0,0,"P Pourriahi",0,2,0,"S Clery",0,0,2
30171092,2018-10-10,2018,"datetime(2018,10,10,0,0)",1,0,1,"R Haefner",0,4,0,"S Clery",0,0,2
30171092,2018-10-10,2018,"datetime(2018,10,10,0,0)",1,0,0,"H Nienborg",0,2,0,"P Pourriahi",0,0,2
30171092,2018-10-10,2018,"datetime(2018,10,10,0,0)",1,0,0,"K Kawaguchi",0,2,0,"P Pourriahi",0,0,2
30171092,2018-10-10,2018,"datetime(2018,10,10,0,0)",1,0,0,"L Seillier",0,2,0,"P Pourriahi",0,0,2
30171092,2018-10-10,2018,"datetime(2018,10,10,0,0)",1,0,0,"H Nienborg",0,2,0,"L Seillier",0,0,2
30171092,2018-10-10,2018,"datetime(2018,10,10,0,0)",1,0,0,"K Kawaguchi",0,2,0,"L Seillier",0,0,2
30171092,2018-10-10,2018,"datetime(2018,10,10,0,0)",1,0,0,"H Nienborg",0,2,1,"R Haefner",0,0,4
30171092,2018-10-10,2018,"datetime(2018,10,10,0,0)",1,0,0,"K Kawaguchi",0,2,1,"R Haefner",0,0,4
30171092,2018-10-10,2018,"datetime(2018,10,10,0,0)",1,0,0,"L Seillier",0,2,1,"R Haefner",0,0,4
30171092,2018-10-10,2018,"datetime(2018,10,10,0,0)",1,0,0,"P Pourriahi",0,2,1,"R Haefner",0,0,4
30513531,2018-12-03,2018,"datetime(2018,12,3,0,0)",1,0,0,"B Leonard",0,1,0,"C Granger",0,0,2
30513531,2018-12-03,2018,"datetime(2018,12,3,0,0)",1,0,0,"B Leonard",0,1,0,"Q Yang",0,2,3
30513531,2018-12-03,2018,"datetime(2018,12,3,0,0)",1,0,0,"C Granger",0,2,0,"Q Yang",0,2,3
30513531,2018-12-03,2018,"datetime(2018,12,3,0,0)",1,0,0,"D Williams",7,8,0,"Q Yang",0,2,3
30513531,2018-12-03,2018,"datetime(2018,12,3,0,0)",1,0,0,"E Rossi",3,3,0,"Q Yang",0,2,3
30513531,2018-12-03,2018,"datetime(2018,12,3,0,0)",1,0,0,"H Song",1,2,0,"Q Yang",0,2,3
30513531,2018-12-03,2018,"datetime(2018,12,3,0,0)",1,0,0,"K Nozato",2,2,0,"Q Yang",0,2,3
30513531,2018-12-03,2018,"datetime(2018,12,3,0,0)",1,0,0,"K Saito",2,2,0,"Q Yang",0,2,3
30513531,2018-12-03,2018,"datetime(2018,12,3,0,0)",1,0,0,"L Latchney",1,3,0,"Q Yang",0,2,3
30513531,2018-12-03,2018,"datetime(2018,12,3,0,0)",1,0,0,"M Chung",2,3,0,"Q Yang",0,2,3
30513531,2018-12-03,2018,"datetime(2018,12,3,0,0)",1,0,0,"B Leonard",0,1,0,"H Song",0,1,2
30513531,2018-12-03,2018,"datetime(2018,12,3,0,0)",1,0,0,"C Granger",0,2,0,"H Song",0,1,2
30513531,2018-12-03,2018,"datetime(2018,12,3,0,0)",1,0,0,"D Williams",7,8,0,"H Song",0,1,2
30513531,2018-12-03,2018,"datetime(2018,12,3,0,0)",1,0,0,"E Rossi",3,3,0,"H Song",0,1,2
30513531,2018-12-03,2018,"datetime(2018,12,3,0,0)",1,0,0,"B Leonard",0,1,0,"K Saito",0,2,2
30513531,2018-12-03,2018,"datetime(2018,12,3,0,0)",1,0,0,"C Granger",0,2,0,"K Saito",0,2,2
30513531,2018-12-03,2018,"datetime(2018,12,3,0,0)",1,0,0,"D Williams",7,8,0,"K Saito",0,2,2
30513531,2018-12-03,2018,"datetime(2018,12,3,0,0)",1,0,0,"E Rossi",3,3,0,"K Saito",0,2,2
30513531,2018-12-03,2018,"datetime(2018,12,3,0,0)",1,0,0,"H Song",1,2,0,"K Saito",0,2,2
30513531,2018-12-03,2018,"datetime(2018,12,3,0,0)",1,0,0,"K Nozato",2,2,0,"K Saito",0,2,2
30513531,2018-12-03,2018,"datetime(2018,12,3,0,0)",1,0,0,"B Leonard",0,1,0,"K Nozato",0,2,2
30513531,2018-12-03,2018,"datetime(2018,12,3,0,0)",1,0,0,"C Granger",0,2,0,"K Nozato",0,2,2
30513531,2018-12-03,2018,"datetime(2018,12,3,0,0)",1,0,0,"D Williams",7,8,0,"K Nozato",0,2,2
30513531,2018-12-03,2018,"datetime(2018,12,3,0,0)",1,0,0,"E Rossi",3,3,0,"K Nozato",0,2,2
30513531,2018-12-03,2018,"datetime(2018,12,3,0,0)",1,0,0,"H Song",1,2,0,"K Nozato",0,2,2
30513531,2018-12-03,2018,"datetime(2018,12,3,0,0)",1,0,0,"B Leonard",0,1,0,"L Latchney",0,1,3
30513531,2018-12-03,2018,"datetime(2018,12,3,0,0)",1,0,0,"C Granger",0,2,0,"L Latchney",0,1,3
30513531,2018-12-03,2018,"datetime(2018,12,3,0,0)",1,0,0,"D Williams",7,8,0,"L Latchney",0,1,3
30513531,2018-12-03,2018,"datetime(2018,12,3,0,0)",1,0,0,"E Rossi",3,3,0,"L Latchney",0,1,3
30513531,2018-12-03,2018,"datetime(2018,12,3,0,0)",1,0,0,"H Song",1,2,0,"L Latchney",0,1,3
30513531,2018-12-03,2018,"datetime(2018,12,3,0,0)",1,0,0,"K Nozato",2,2,0,"L Latchney",0,1,3
30513531,2018-12-03,2018,"datetime(2018,12,3,0,0)",1,0,0,"K Saito",2,2,0,"L Latchney",0,1,3
30513531,2018-12-03,2018,"datetime(2018,12,3,0,0)",1,0,0,"B Leonard",0,1,0,"M Chung",0,2,3
30513531,2018-12-03,2018,"datetime(2018,12,3,0,0)",1,0,0,"C Granger",0,2,0,"M Chung",0,2,3
30513531,2018-12-03,2018,"datetime(2018,12,3,0,0)",1,0,0,"D Williams",7,8,0,"M Chung",0,2,3
30513531,2018-12-03,2018,"datetime(2018,12,3,0,0)",1,0,0,"E Rossi",3,3,0,"M Chung",0,2,3
30513531,2018-12-03,2018,"datetime(2018,12,3,0,0)",1,0,0,"H Song",1,2,0,"M Chung",0,2,3
30513531,2018-12-03,2018,"datetime(2018,12,3,0,0)",1,0,0,"K Nozato",2,2,0,"M Chung",0,2,3
30513531,2018-12-03,2018,"datetime(2018,12,3,0,0)",1,0,0,"K Saito",2,2,0,"M Chung",0,2,3
30513531,2018-12-03,2018,"datetime(2018,12,3,0,0)",1,0,0,"L Latchney",1,3,0,"M Chung",0,2,3
30513531,2018-12-03,2018,"datetime(2018,12,3,0,0)",1,0,0,"B Leonard",0,1,0,"D Williams",0,7,8
30513531,2018-12-03,2018,"datetime(2018,12,3,0,0)",1,0,0,"C Granger",0,2,0,"D Williams",0,7,8
30513531,2018-12-03,2018,"datetime(2018,12,3,0,0)",1,0,0,"B Leonard",0,1,0,"E Rossi",0,3,3
30513531,2018-12-03,2018,"datetime(2018,12,3,0,0)",1,0,0,"C Granger",0,2,0,"E Rossi",0,3,3
30513531,2018-12-03,2018,"datetime(2018,12,3,0,0)",1,0,0,"D Williams",7,8,0,"E Rossi",0,3,3
30556839,2018-12-03,2018,"datetime(2018,12,3,0,0)",1,0,0,"C Schwarz",2,3,0,"R Sharma",0,3,8
30556839,2018-12-03,2018,"datetime(2018,12,3,0,0)",1,0,0,"D Williams",7,8,0,"R Sharma",0,3,8
30556839,2018-12-03,2018,"datetime(2018,12,3,0,0)",1,0,0,"J Hunter",4,4,0,"R Sharma",0,3,8
30556839,2018-12-03,2018,"datetime(2018,12,3,0,0)",1,0,0,"M Keller",0,1,0,"R Sharma",0,3,8
30556839,2018-12-03,2018,"datetime(2018,12,3,0,0)",1,0,0,"C Schwarz",2,3,0,"S Cheong",0,0,3
30556839,2018-12-03,2018,"datetime(2018,12,3,0,0)",1,0,0,"D Williams",7,8,0,"S Cheong",0,0,3
30556839,2018-12-03,2018,"datetime(2018,12,3,0,0)",1,0,0,"J Hunter",4,4,0,"S Cheong",0,0,3
30556839,2018-12-03,2018,"datetime(2018,12,3,0,0)",1,0,0,"M Keller",0,1,0,"S Cheong",0,0,3
30556839,2018-12-03,2018,"datetime(2018,12,3,0,0)",1,0,0,"R Sharma",3,8,0,"S Cheong",0,0,3
30556839,2018-12-03,2018,"datetime(2018,12,3,0,0)",1,0,0,"C Schwarz",2,3,0,"M Keller",0,0,1
30556839,2018-12-03,2018,"datetime(2018,12,3,0,0)",1,0,0,"D Williams",7,8,0,"M Keller",0,0,1
30556839,2018-12-03,2018,"datetime(2018,12,3,0,0)",1,0,0,"J Hunter",4,4,0,"M Keller",0,0,1
30556839,2018-12-03,2018,"datetime(2018,12,3,0,0)",1,0,0,"C Schwarz",2,3,0,"D Williams",0,7,8
30556839,2018-12-03,2018,"datetime(2018,12,3,0,0)",1,0,0,"C Schwarz",2,3,0,"J Hunter",0,4,4
30556839,2018-12-03,2018,"datetime(2018,12,3,0,0)",1,0,0,"D Williams",7,8,0,"J Hunter",0,4,4
25977809,2015-01-01,2015,"datetime(2015,1,1,0,0)",0,0,0,"H Matsunami",4,9,1,"J Mainland",0,4,16
25977809,2015-01-01,2015,"datetime(2015,1,1,0,0)",0,0,0,"H Matsunami",4,9,0,"Y Li",0,12,4
25977809,2015-01-01,2015,"datetime(2015,1,1,0,0)",0,0,1,"J Mainland",4,16,0,"Y Li",0,12,4
25977809,2015-01-01,2015,"datetime(2015,1,1,0,0)",0,0,0,"T Zhou",14,5,0,"Y Li",0,12,4
25977809,2015-01-01,2015,"datetime(2015,1,1,0,0)",0,0,0,"W Liu",8,0,0,"Y Li",0,12,4
25977809,2015-01-01,2015,"datetime(2015,1,1,0,0)",0,0,0,"H Matsunami",4,9,0,"T Zhou",0,14,5
25977809,2015-01-01,2015,"datetime(2015,1,1,0,0)",0,0,1,"J Mainland",4,16,0,"T Zhou",0,14,5
25977809,2015-01-01,2015,"datetime(2015,1,1,0,0)",0,0,0,"H Matsunami",4,9,0,"W Liu",0,8,0
25977809,2015-01-01,2015,"datetime(2015,1,1,0,0)",0,0,1,"J Mainland",4,16,0,"W Liu",0,8,0
25977809,2015-01-01,2015,"datetime(2015,1,1,0,0)",0,0,0,"T Zhou",14,5,0,"W Liu",0,8,0
25559221,2015-01-05,2015,"datetime(2015,1,5,0,0)",0,0,0,"A Loftus",1,0,0,"M Adams",0,1,0
25559221,2015-01-05,2015,"datetime(2015,1,5,0,0)",0,0,0,"J Fitzpatrick",4,0,0,"M Adams",0,1,0
25559221,2015-01-05,2015,"datetime(2015,1,5,0,0)",0,0,0,"A Loftus",1,0,0,"S Dunn",0,1,0
25559221,2015-01-05,2015,"datetime(2015,1,5,0,0)",0,0,0,"J Fitzpatrick",4,0,0,"S Dunn",0,1,0
25559221,2015-01-05,2015,"datetime(2015,1,5,0,0)",0,0,0,"M Adams",1,0,0,"S Dunn",0,1,0
25559221,2015-01-05,2015,"datetime(2015,1,5,0,0)",0,0,0,"M Joens",3,0,0,"S Dunn",0,1,0
25559221,2015-01-05,2015,"datetime(2015,1,5,0,0)",0,0,0,"A Loftus",1,0,0,"M Joens",0,3,0
25559221,2015-01-05,2015,"datetime(2015,1,5,0,0)",0,0,0,"J Fitzpatrick",4,0,0,"M Joens",0,3,0
25559221,2015-01-05,2015,"datetime(2015,1,5,0,0)",0,0,0,"M Adams",1,0,0,"M Joens",0,3,0
25559221,2015-01-05,2015,"datetime(2015,1,5,0,0)",0,0,0,"A Loftus",1,0,0,"J Fitzpatrick",0,4,0
25544559,2015-01-08,2015,"datetime(2015,1,8,0,0)",0,0,0,"A Dillin",1,0,0,"D Wilkinson",0,1,0
25544559,2015-01-08,2015,"datetime(2015,1,8,0,0)",0,0,0,"A Dillin",1,0,0,"J Jariwala",0,1,0
