pmid,pub_date,year,time_string,paper_post_2017,author_had_u19_in_2017,is_pi_a,name_key_a,papers_before_2017_a,papers_after_2017_a,is_pi_b,name_key_b,author_had_u19_in_2017_b,papers_before_2017_b,papers_after_2017_b
25565280,2015-01-21,2015,"datetime(2015,1,21,0,0)",0,0,0,"G Broussard",3,13,0,"R Liang",0,3,3
25565280,2015-01-21,2015,"datetime(2015,1,21,0,0)",0,0,1,"L Tian",3,19,0,"R Liang",0,3,3
25565280,2015-01-21,2015,"datetime(2015,1,21,0,0)",0,0,0,"G Broussard",3,13,1,"L Tian",0,3,19
25663667,2015-02-06,2015,"datetime(2015,2,6,0,0)",0,0,1,"C Eroglu",20,36,0,"W Chung",0,3,0
25663667,2015-02-06,2015,"datetime(2015,2,6,0,0)",0,0,0,"N Allen",3,8,0,"W Chung",0,3,0
25663667,2015-02-06,2015,"datetime(2015,2,6,0,0)",0,0,1,"C Eroglu",20,36,0,"N Allen",0,3,8
25731173,2015-05-21,2015,"datetime(2015,5,21,0,0)",0,0,1,"A Zador",11,2,0,"Q Xiong",0,5,0
25731173,2015-05-21,2015,"datetime(2015,5,21,0,0)",0,0,0,"P Znamenskiy",5,0,0,"Q Xiong",0,5,0
25731173,2015-05-21,2015,"datetime(2015,5,21,0,0)",0,0,1,"A Zador",11,2,0,"P Znamenskiy",0,5,0
25665733,2015-06-01,2015,"datetime(2015,6,1,0,0)",0,0,1,"A Nimmerjahn",9,6,0,"D Bergles",0,3,0
25916839,2015-06-01,2015,"datetime(2015,6,1,0,0)",0,0,1,"C Eroglu",20,36,0,"M Risher",0,6,0
25916839,2015-06-01,2015,"datetime(2015,6,1,0,0)",0,0,0,"H Swartzwelder",6,0,0,"M Risher",0,6,0
25916839,2015-06-01,2015,"datetime(2015,6,1,0,0)",0,0,0,"K Miller",8,10,0,"M Risher",0,6,0
25916839,2015-06-01,2015,"datetime(2015,6,1,0,0)",0,0,1,"C Eroglu",20,36,0,"R Fleming",0,6,0
25916839,2015-06-01,2015,"datetime(2015,6,1,0,0)",0,0,0,"H Swartzwelder",6,0,0,"R Fleming",0,6,0
25916839,2015-06-01,2015,"datetime(2015,6,1,0,0)",0,0,0,"K Miller",8,10,0,"R Fleming",0,6,0
25916839,2015-06-01,2015,"datetime(2015,6,1,0,0)",0,0,0,"M Risher",6,0,0,"R Fleming",0,6,0
25916839,2015-06-01,2015,"datetime(2015,6,1,0,0)",0,0,1,"C Eroglu",20,36,0,"W Risher",0,6,5
25916839,2015-06-01,2015,"datetime(2015,6,1,0,0)",0,0,0,"H Swartzwelder",6,0,0,"W Risher",0,6,5
25916839,2015-06-01,2015,"datetime(2015,6,1,0,0)",0,0,0,"K Miller",8,10,0,"W Risher",0,6,5
25916839,2015-06-01,2015,"datetime(2015,6,1,0,0)",0,0,0,"M Risher",6,0,0,"W Risher",0,6,5
25916839,2015-06-01,2015,"datetime(2015,6,1,0,0)",0,0,0,"R Fleming",6,0,0,"W Risher",0,6,5
25916839,2015-06-01,2015,"datetime(2015,6,1,0,0)",0,0,0,"R Klein",3,0,0,"W Risher",0,6,5
25916839,2015-06-01,2015,"datetime(2015,6,1,0,0)",0,0,0,"S Acheson",3,0,0,"W Risher",0,6,5
25916839,2015-06-01,2015,"datetime(2015,6,1,0,0)",0,0,0,"S Moore",6,0,0,"W Risher",0,6,5
25916839,2015-06-01,2015,"datetime(2015,6,1,0,0)",0,0,0,"T Wills",3,0,0,"W Risher",0,6,5
25916839,2015-06-01,2015,"datetime(2015,6,1,0,0)",0,0,1,"C Eroglu",20,36,0,"K Miller",0,8,10
25916839,2015-06-01,2015,"datetime(2015,6,1,0,0)",0,0,0,"H Swartzwelder",6,0,0,"K Miller",0,8,10
25916839,2015-06-01,2015,"datetime(2015,6,1,0,0)",0,0,1,"C Eroglu",20,36,0,"R Klein",0,3,0
25916839,2015-06-01,2015,"datetime(2015,6,1,0,0)",0,0,0,"H Swartzwelder",6,0,0,"R Klein",0,3,0
25916839,2015-06-01,2015,"datetime(2015,6,1,0,0)",0,0,0,"K Miller",8,10,0,"R Klein",0,3,0
25916839,2015-06-01,2015,"datetime(2015,6,1,0,0)",0,0,0,"M Risher",6,0,0,"R Klein",0,3,0
25916839,2015-06-01,2015,"datetime(2015,6,1,0,0)",0,0,0,"R Fleming",6,0,0,"R Klein",0,3,0
25916839,2015-06-01,2015,"datetime(2015,6,1,0,0)",0,0,1,"C Eroglu",20,36,0,"T Wills",0,3,0
25916839,2015-06-01,2015,"datetime(2015,6,1,0,0)",0,0,0,"H Swartzwelder",6,0,0,"T Wills",0,3,0
25916839,2015-06-01,2015,"datetime(2015,6,1,0,0)",0,0,0,"K Miller",8,10,0,"T Wills",0,3,0
25916839,2015-06-01,2015,"datetime(2015,6,1,0,0)",0,0,0,"M Risher",6,0,0,"T Wills",0,3,0
25916839,2015-06-01,2015,"datetime(2015,6,1,0,0)",0,0,0,"R Fleming",6,0,0,"T Wills",0,3,0
25916839,2015-06-01,2015,"datetime(2015,6,1,0,0)",0,0,0,"R Klein",3,0,0,"T Wills",0,3,0
25916839,2015-06-01,2015,"datetime(2015,6,1,0,0)",0,0,0,"S Acheson",3,0,0,"T Wills",0,3,0
25916839,2015-06-01,2015,"datetime(2015,6,1,0,0)",0,0,0,"S Moore",6,0,0,"T Wills",0,3,0
25916839,2015-06-01,2015,"datetime(2015,6,1,0,0)",0,0,1,"C Eroglu",20,36,0,"S Acheson",0,3,0
25916839,2015-06-01,2015,"datetime(2015,6,1,0,0)",0,0,0,"H Swartzwelder",6,0,0,"S Acheson",0,3,0
25916839,2015-06-01,2015,"datetime(2015,6,1,0,0)",0,0,0,"K Miller",8,10,0,"S Acheson",0,3,0
25916839,2015-06-01,2015,"datetime(2015,6,1,0,0)",0,0,0,"M Risher",6,0,0,"S Acheson",0,3,0
25916839,2015-06-01,2015,"datetime(2015,6,1,0,0)",0,0,0,"R Fleming",6,0,0,"S Acheson",0,3,0
25916839,2015-06-01,2015,"datetime(2015,6,1,0,0)",0,0,0,"R Klein",3,0,0,"S Acheson",0,3,0
25916839,2015-06-01,2015,"datetime(2015,6,1,0,0)",0,0,1,"C Eroglu",20,36,0,"S Moore",0,6,0
25916839,2015-06-01,2015,"datetime(2015,6,1,0,0)",0,0,0,"H Swartzwelder",6,0,0,"S Moore",0,6,0
25916839,2015-06-01,2015,"datetime(2015,6,1,0,0)",0,0,0,"K Miller",8,10,0,"S Moore",0,6,0
25916839,2015-06-01,2015,"datetime(2015,6,1,0,0)",0,0,0,"M Risher",6,0,0,"S Moore",0,6,0
25916839,2015-06-01,2015,"datetime(2015,6,1,0,0)",0,0,0,"R Fleming",6,0,0,"S Moore",0,6,0
25916839,2015-06-01,2015,"datetime(2015,6,1,0,0)",0,0,0,"R Klein",3,0,0,"S Moore",0,6,0
25916839,2015-06-01,2015,"datetime(2015,6,1,0,0)",0,0,0,"S Acheson",3,0,0,"S Moore",0,6,0
25916839,2015-06-01,2015,"datetime(2015,6,1,0,0)",0,0,1,"C Eroglu",20,36,0,"W Wilson",0,6,0
25916839,2015-06-01,2015,"datetime(2015,6,1,0,0)",0,0,0,"H Swartzwelder",6,0,0,"W Wilson",0,6,0
25916839,2015-06-01,2015,"datetime(2015,6,1,0,0)",0,0,0,"K Miller",8,10,0,"W Wilson",0,6,0
25916839,2015-06-01,2015,"datetime(2015,6,1,0,0)",0,0,0,"M Risher",6,0,0,"W Wilson",0,6,0
25916839,2015-06-01,2015,"datetime(2015,6,1,0,0)",0,0,0,"R Fleming",6,0,0,"W Wilson",0,6,0
25916839,2015-06-01,2015,"datetime(2015,6,1,0,0)",0,0,0,"R Klein",3,0,0,"W Wilson",0,6,0
25916839,2015-06-01,2015,"datetime(2015,6,1,0,0)",0,0,0,"S Acheson",3,0,0,"W Wilson",0,6,0
25916839,2015-06-01,2015,"datetime(2015,6,1,0,0)",0,0,0,"S Moore",6,0,0,"W Wilson",0,6,0
25916839,2015-06-01,2015,"datetime(2015,6,1,0,0)",0,0,0,"T Wills",3,0,0,"W Wilson",0,6,0
25916839,2015-06-01,2015,"datetime(2015,6,1,0,0)",0,0,0,"W Risher",6,5,0,"W Wilson",0,6,0
25916839,2015-06-01,2015,"datetime(2015,6,1,0,0)",0,0,1,"C Eroglu",20,36,0,"H Swartzwelder",0,6,0
26609158,2015-11-25,2015,"datetime(2015,11,25,0,0)",0,0,1,"C Eroglu",20,36,0,"S Koh",0,3,13
26609158,2015-11-25,2015,"datetime(2015,11,25,0,0)",0,0,0,"H Yin",3,5,0,"S Koh",0,3,13
26609158,2015-11-25,2015,"datetime(2015,11,25,0,0)",0,0,0,"I Harris",3,3,0,"S Koh",0,3,13
26609158,2015-11-25,2015,"datetime(2015,11,25,0,0)",0,0,0,"N Dejneka",3,3,0,"S Koh",0,3,13
26609158,2015-11-25,2015,"datetime(2015,11,25,0,0)",0,0,0,"N Kim",3,5,0,"S Koh",0,3,13
26609158,2015-11-25,2015,"datetime(2015,11,25,0,0)",0,0,1,"C Eroglu",20,36,0,"N Kim",0,3,5
26609158,2015-11-25,2015,"datetime(2015,11,25,0,0)",0,0,0,"H Yin",3,5,0,"N Kim",0,3,5
26609158,2015-11-25,2015,"datetime(2015,11,25,0,0)",0,0,0,"I Harris",3,3,0,"N Kim",0,3,5
26609158,2015-11-25,2015,"datetime(2015,11,25,0,0)",0,0,0,"N Dejneka",3,3,0,"N Kim",0,3,5
26609158,2015-11-25,2015,"datetime(2015,11,25,0,0)",0,0,1,"C Eroglu",20,36,0,"H Yin",0,3,5
26609158,2015-11-25,2015,"datetime(2015,11,25,0,0)",0,0,1,"C Eroglu",20,36,0,"I Harris",0,3,3
26609158,2015-11-25,2015,"datetime(2015,11,25,0,0)",0,0,0,"H Yin",3,5,0,"I Harris",0,3,3
26609158,2015-11-25,2015,"datetime(2015,11,25,0,0)",0,0,1,"C Eroglu",20,36,0,"N Dejneka",0,3,3
26609158,2015-11-25,2015,"datetime(2015,11,25,0,0)",0,0,0,"H Yin",3,5,0,"N Dejneka",0,3,3
26609158,2015-11-25,2015,"datetime(2015,11,25,0,0)",0,0,0,"I Harris",3,3,0,"N Dejneka",0,3,3
26537975,2015-12-01,2015,"datetime(2015,12,1,0,0)",0,0,1,"C Eroglu",20,36,0,"M Risher",0,6,0
26537975,2015-12-01,2015,"datetime(2015,12,1,0,0)",0,0,0,"H Sexton",3,0,0,"M Risher",0,6,0
26537975,2015-12-01,2015,"datetime(2015,12,1,0,0)",0,0,0,"H Swartzwelder",6,0,0,"M Risher",0,6,0
26537975,2015-12-01,2015,"datetime(2015,12,1,0,0)",0,0,1,"C Eroglu",20,36,0,"H Sexton",0,3,0
26537975,2015-12-01,2015,"datetime(2015,12,1,0,0)",0,0,1,"C Eroglu",20,36,0,"W Risher",0,6,5
26537975,2015-12-01,2015,"datetime(2015,12,1,0,0)",0,0,0,"H Sexton",3,0,0,"W Risher",0,6,5
26537975,2015-12-01,2015,"datetime(2015,12,1,0,0)",0,0,0,"H Swartzwelder",6,0,0,"W Risher",0,6,5
26537975,2015-12-01,2015,"datetime(2015,12,1,0,0)",0,0,0,"M Risher",6,0,0,"W Risher",0,6,5
26537975,2015-12-01,2015,"datetime(2015,12,1,0,0)",0,0,0,"R Fleming",6,0,0,"W Risher",0,6,5
26537975,2015-12-01,2015,"datetime(2015,12,1,0,0)",0,0,0,"R Madison",3,0,0,"W Risher",0,6,5
26537975,2015-12-01,2015,"datetime(2015,12,1,0,0)",0,0,0,"S Moore",6,0,0,"W Risher",0,6,5
26537975,2015-12-01,2015,"datetime(2015,12,1,0,0)",0,0,1,"C Eroglu",20,36,0,"W Wilson",0,6,0
26537975,2015-12-01,2015,"datetime(2015,12,1,0,0)",0,0,0,"H Sexton",3,0,0,"W Wilson",0,6,0
26537975,2015-12-01,2015,"datetime(2015,12,1,0,0)",0,0,0,"H Swartzwelder",6,0,0,"W Wilson",0,6,0
26537975,2015-12-01,2015,"datetime(2015,12,1,0,0)",0,0,0,"M Risher",6,0,0,"W Wilson",0,6,0
26537975,2015-12-01,2015,"datetime(2015,12,1,0,0)",0,0,0,"R Fleming",6,0,0,"W Wilson",0,6,0
26537975,2015-12-01,2015,"datetime(2015,12,1,0,0)",0,0,0,"R Madison",3,0,0,"W Wilson",0,6,0
26537975,2015-12-01,2015,"datetime(2015,12,1,0,0)",0,0,0,"S Moore",6,0,0,"W Wilson",0,6,0
26537975,2015-12-01,2015,"datetime(2015,12,1,0,0)",0,0,0,"W Risher",6,5,0,"W Wilson",0,6,0
26537975,2015-12-01,2015,"datetime(2015,12,1,0,0)",0,0,1,"C Eroglu",20,36,0,"R Fleming",0,6,0
26537975,2015-12-01,2015,"datetime(2015,12,1,0,0)",0,0,0,"H Sexton",3,0,0,"R Fleming",0,6,0
26537975,2015-12-01,2015,"datetime(2015,12,1,0,0)",0,0,0,"H Swartzwelder",6,0,0,"R Fleming",0,6,0
26537975,2015-12-01,2015,"datetime(2015,12,1,0,0)",0,0,0,"M Risher",6,0,0,"R Fleming",0,6,0
26537975,2015-12-01,2015,"datetime(2015,12,1,0,0)",0,0,1,"C Eroglu",20,36,0,"R Madison",0,3,0
26537975,2015-12-01,2015,"datetime(2015,12,1,0,0)",0,0,0,"H Sexton",3,0,0,"R Madison",0,3,0
26537975,2015-12-01,2015,"datetime(2015,12,1,0,0)",0,0,0,"H Swartzwelder",6,0,0,"R Madison",0,3,0
26537975,2015-12-01,2015,"datetime(2015,12,1,0,0)",0,0,0,"M Risher",6,0,0,"R Madison",0,3,0
26537975,2015-12-01,2015,"datetime(2015,12,1,0,0)",0,0,0,"R Fleming",6,0,0,"R Madison",0,3,0
26537975,2015-12-01,2015,"datetime(2015,12,1,0,0)",0,0,1,"C Eroglu",20,36,0,"S Moore",0,6,0
26537975,2015-12-01,2015,"datetime(2015,12,1,0,0)",0,0,0,"H Sexton",3,0,0,"S Moore",0,6,0
26537975,2015-12-01,2015,"datetime(2015,12,1,0,0)",0,0,0,"H Swartzwelder",6,0,0,"S Moore",0,6,0
26537975,2015-12-01,2015,"datetime(2015,12,1,0,0)",0,0,0,"M Risher",6,0,0,"S Moore",0,6,0
26537975,2015-12-01,2015,"datetime(2015,12,1,0,0)",0,0,0,"R Fleming",6,0,0,"S Moore",0,6,0
26537975,2015-12-01,2015,"datetime(2015,12,1,0,0)",0,0,0,"R Madison",3,0,0,"S Moore",0,6,0
26537975,2015-12-01,2015,"datetime(2015,12,1,0,0)",0,0,1,"C Eroglu",20,36,0,"H Swartzwelder",0,6,0
26537975,2015-12-01,2015,"datetime(2015,12,1,0,0)",0,0,0,"H Sexton",3,0,0,"H Swartzwelder",0,6,0
26187991,2015-12-02,2015,"datetime(2015,12,2,0,0)",0,0,1,"A Zador",11,2,0,"J Kebschull",0,3,2
27252627,2016-01-01,2016,"datetime(2016,1,1,0,0)",0,0,1,"A Zador",11,2,0,"J Kebschull",0,3,2
27252627,2016-01-01,2016,"datetime(2016,1,1,0,0)",0,0,1,"A Zador",11,2,0,"P Garcia da Silva",0,2,0
27252627,2016-01-01,2016,"datetime(2016,1,1,0,0)",0,0,0,"J Kebschull",3,2,0,"P Garcia da Silva",0,2,0
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,0,"A Manhaes",3,0,0,"S Singh",0,3,0
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,0,"A Medina",3,0,0,"S Singh",0,3,0
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,0,"A Pamukcu",3,0,0,"S Singh",0,3,0
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,1,"C Eroglu",20,36,0,"S Singh",0,3,0
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,0,"D Silver",3,5,0,"S Singh",0,3,0
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,0,"E Enustun",3,3,0,"S Singh",0,3,0
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,0,"H Dingsdale",3,0,0,"S Singh",0,3,0
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,0,"I Kim",3,0,0,"S Singh",0,3,0
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,0,"J Stogsdill",3,8,0,"S Singh",0,3,0
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,0,"L Pilaz",3,5,0,"S Singh",0,3,0
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,0,"N Pulimood",3,0,0,"S Singh",0,3,0
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,0,"P Scheiffele",3,0,0,"S Singh",0,3,0
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,0,"R Ji",3,3,0,"S Singh",0,3,0
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,0,"A Manhaes",3,0,0,"J Stogsdill",0,3,8
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,0,"A Medina",3,0,0,"J Stogsdill",0,3,8
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,0,"A Pamukcu",3,0,0,"J Stogsdill",0,3,8
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,1,"C Eroglu",20,36,0,"J Stogsdill",0,3,8
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,0,"D Silver",3,5,0,"J Stogsdill",0,3,8
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,0,"E Enustun",3,3,0,"J Stogsdill",0,3,8
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,0,"H Dingsdale",3,0,0,"J Stogsdill",0,3,8
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,0,"I Kim",3,0,0,"J Stogsdill",0,3,8
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,0,"A Manhaes",3,0,0,"N Pulimood",0,3,0
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,0,"A Medina",3,0,0,"N Pulimood",0,3,0
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,0,"A Pamukcu",3,0,0,"N Pulimood",0,3,0
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,1,"C Eroglu",20,36,0,"N Pulimood",0,3,0
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,0,"D Silver",3,5,0,"N Pulimood",0,3,0
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,0,"E Enustun",3,3,0,"N Pulimood",0,3,0
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,0,"H Dingsdale",3,0,0,"N Pulimood",0,3,0
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,0,"I Kim",3,0,0,"N Pulimood",0,3,0
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,0,"J Stogsdill",3,8,0,"N Pulimood",0,3,0
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,0,"L Pilaz",3,5,0,"N Pulimood",0,3,0
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,0,"A Manhaes",3,0,0,"H Dingsdale",0,3,0
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,0,"A Medina",3,0,0,"H Dingsdale",0,3,0
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,0,"A Pamukcu",3,0,0,"H Dingsdale",0,3,0
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,1,"C Eroglu",20,36,0,"H Dingsdale",0,3,0
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,0,"D Silver",3,5,0,"H Dingsdale",0,3,0
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,0,"E Enustun",3,3,0,"H Dingsdale",0,3,0
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,0,"A Manhaes",3,0,0,"Y Kim",0,3,3
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,0,"A Medina",3,0,0,"Y Kim",0,3,3
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,0,"A Pamukcu",3,0,0,"Y Kim",0,3,3
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,1,"C Eroglu",20,36,0,"Y Kim",0,3,3
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,0,"D Silver",3,5,0,"Y Kim",0,3,3
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,0,"E Enustun",3,3,0,"Y Kim",0,3,3
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,0,"H Dingsdale",3,0,0,"Y Kim",0,3,3
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,0,"I Kim",3,0,0,"Y Kim",0,3,3
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,0,"J Stogsdill",3,8,0,"Y Kim",0,3,3
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,0,"L Pilaz",3,5,0,"Y Kim",0,3,3
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,0,"N Pulimood",3,0,0,"Y Kim",0,3,3
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,0,"P Scheiffele",3,0,0,"Y Kim",0,3,3
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,0,"R Ji",3,3,0,"Y Kim",0,3,3
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,0,"S Singh",3,0,0,"Y Kim",0,3,3
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,0,"S Soderling",3,5,0,"Y Kim",0,3,3
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,0,"W Rodrigues",3,0,0,"Y Kim",0,3,3
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,0,"A Manhaes",3,0,0,"L Pilaz",0,3,5
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,0,"A Medina",3,0,0,"L Pilaz",0,3,5
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,0,"A Pamukcu",3,0,0,"L Pilaz",0,3,5
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,1,"C Eroglu",20,36,0,"L Pilaz",0,3,5
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,0,"D Silver",3,5,0,"L Pilaz",0,3,5
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,0,"E Enustun",3,3,0,"L Pilaz",0,3,5
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,0,"H Dingsdale",3,0,0,"L Pilaz",0,3,5
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,0,"I Kim",3,0,0,"L Pilaz",0,3,5
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,0,"J Stogsdill",3,8,0,"L Pilaz",0,3,5
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,0,"A Manhaes",3,0,0,"I Kim",0,3,0
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,0,"A Medina",3,0,0,"I Kim",0,3,0
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,0,"A Pamukcu",3,0,0,"I Kim",0,3,0
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,1,"C Eroglu",20,36,0,"I Kim",0,3,0
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,0,"D Silver",3,5,0,"I Kim",0,3,0
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,0,"E Enustun",3,3,0,"I Kim",0,3,0
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,0,"H Dingsdale",3,0,0,"I Kim",0,3,0
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,0,"A Manhaes",3,0,0,"W Rodrigues",0,3,0
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,0,"A Medina",3,0,0,"W Rodrigues",0,3,0
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,0,"A Pamukcu",3,0,0,"W Rodrigues",0,3,0
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,1,"C Eroglu",20,36,0,"W Rodrigues",0,3,0
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,0,"D Silver",3,5,0,"W Rodrigues",0,3,0
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,0,"E Enustun",3,3,0,"W Rodrigues",0,3,0
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,0,"H Dingsdale",3,0,0,"W Rodrigues",0,3,0
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,0,"I Kim",3,0,0,"W Rodrigues",0,3,0
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,0,"J Stogsdill",3,8,0,"W Rodrigues",0,3,0
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,0,"L Pilaz",3,5,0,"W Rodrigues",0,3,0
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,0,"N Pulimood",3,0,0,"W Rodrigues",0,3,0
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,0,"P Scheiffele",3,0,0,"W Rodrigues",0,3,0
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,0,"R Ji",3,3,0,"W Rodrigues",0,3,0
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,0,"S Singh",3,0,0,"W Rodrigues",0,3,0
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,0,"S Soderling",3,5,0,"W Rodrigues",0,3,0
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,0,"A Manhaes",3,0,0,"A Pamukcu",0,3,0
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,0,"A Medina",3,0,0,"A Pamukcu",0,3,0
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,0,"A Manhaes",3,0,0,"E Enustun",0,3,3
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,0,"A Medina",3,0,0,"E Enustun",0,3,3
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,0,"A Pamukcu",3,0,0,"E Enustun",0,3,3
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,1,"C Eroglu",20,36,0,"E Enustun",0,3,3
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,0,"D Silver",3,5,0,"E Enustun",0,3,3
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,0,"A Manhaes",3,0,0,"Z Ertuz",0,3,0
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,0,"A Medina",3,0,0,"Z Ertuz",0,3,0
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,0,"A Pamukcu",3,0,0,"Z Ertuz",0,3,0
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,1,"C Eroglu",20,36,0,"Z Ertuz",0,3,0
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,0,"D Silver",3,5,0,"Z Ertuz",0,3,0
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,0,"E Enustun",3,3,0,"Z Ertuz",0,3,0
26771491,2016-01-14,2016,"datetime(2016,1,14,0,0)",0,0,0,"H Dingsdale",3,0,0,"Z Ertuz",0,3,0
